instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2562,17/04/2011,2,0,4,17,0,0,0,1,0.56,0.5303,0.3,0.4478,143,163,306
2563,17/04/2011,2,0,4,18,0,0,0,1,0.56,0.5303,0.3,0.3881,102,175,277
2564,17/04/2011,2,0,4,19,0,0,0,1,0.56,0.5303,0.3,0.2985,75,135,210
2565,17/04/2011,2,0,4,20,0,0,0,1,0.52,0.5,0.36,0.194,44,97,141
2566,17/04/2011,2,0,4,21,0,0,0,1,0.5,0.4848,0.42,0.194,13,70,83
2567,17/04/2011,2,0,4,22,0,0,0,1,0.5,0.4848,0.39,0.1045,21,49,70
2568,17/04/2011,2,0,4,23,0,0,0,1,0.44,0.4394,0.67,0.1642,19,37,56
2569,18/04/2011,2,0,4,0,0,1,1,1,0.46,0.4545,0.47,0.0896,15,24,39
2570,18/04/2011,2,0,4,1,0,1,1,1,0.46,0.4545,0.47,0.1343,11,8,19
2571,18/04/2011,2,0,4,2,0,1,1,1,0.42,0.4242,0.67,0.1045,14,2,16
2572,18/04/2011,2,0,4,3,0,1,1,1,0.42,0.4242,0.62,0.1045,6,1,7
2573,18/04/2011,2,0,4,4,0,1,1,1,0.4,0.4091,0.87,0.1642,2,4,6
2574,18/04/2011,2,0,4,5,0,1,1,1,0.4,0.4091,0.76,0.0896,0,16,16
2575,18/04/2011,2,0,4,6,0,1,1,1,0.4,0.4091,0.82,0,3,51,54
2576,18/04/2011,2,0,4,7,0,1,1,1,0.46,0.4545,0.63,0,12,156,168
2577,18/04/2011,2,0,4,8,0,1,1,1,0.46,0.4545,0.63,0,20,277,297
2578,18/04/2011,2,0,4,9,0,1,1,2,0.5,0.4848,0.55,0.1045,37,132,169
2579,18/04/2011,2,0,4,10,0,1,1,2,0.52,0.5,0.55,0.1045,41,68,109
2580,18/04/2011,2,0,4,11,0,1,1,2,0.54,0.5152,0.52,0.0896,36,87,123
2581,18/04/2011,2,0,4,12,0,1,1,2,0.56,0.5303,0.49,0.0896,60,124,184
2582,18/04/2011,2,0,4,13,0,1,1,2,0.56,0.5303,0.49,0.1642,41,128,169
2583,18/04/2011,2,0,4,14,0,1,1,2,0.58,0.5455,0.49,0.194,49,95,144
2584,18/04/2011,2,0,4,15,0,1,1,2,0.6,0.6212,0.43,0.194,64,112,176
2585,18/04/2011,2,0,4,16,0,1,1,1,0.6,0.6212,0.46,0.2836,40,165,205
2586,18/04/2011,2,0,4,17,0,1,1,1,0.58,0.5455,0.49,0.2836,66,362,428
2587,18/04/2011,2,0,4,18,0,1,1,1,0.64,0.6212,0.31,0.3582,41,321,362
2588,18/04/2011,2,0,4,19,0,1,1,1,0.56,0.5303,0.46,0.2537,42,244,286
2589,18/04/2011,2,0,4,20,0,1,1,1,0.6,0.6212,0.33,0.2985,29,136,165
2590,18/04/2011,2,0,4,21,0,1,1,1,0.56,0.5303,0.37,0.2836,20,131,151
2591,18/04/2011,2,0,4,22,0,1,1,1,0.52,0.5,0.55,0.2836,9,81,90
2592,18/04/2011,2,0,4,23,0,1,1,1,0.5,0.4848,0.59,0.2537,11,35,46
2593,19/04/2011,2,0,4,0,0,2,1,1,0.5,0.4848,0.55,0.2239,2,23,25
2594,19/04/2011,2,0,4,1,0,2,1,1,0.46,0.4545,0.63,0.2239,5,2,7
2595,19/04/2011,2,0,4,2,0,2,1,1,0.46,0.4545,0.67,0.2836,8,5,13
2596,19/04/2011,2,0,4,3,0,2,1,1,0.48,0.4697,0.63,0.2239,0,3,3
2597,19/04/2011,2,0,4,4,0,2,1,1,0.46,0.4545,0.67,0.0896,1,4,5
2598,19/04/2011,2,0,4,5,0,2,1,2,0.46,0.4545,0.72,0.194,1,17,18
2599,19/04/2011,2,0,4,6,0,2,1,2,0.48,0.4697,0.67,0,2,63,65
2600,19/04/2011,2,0,4,7,0,2,1,2,0.52,0.5,0.55,0,22,166,188
2601,19/04/2011,2,0,4,8,0,2,1,2,0.5,0.4848,0.68,0.1343,20,331,351
2602,19/04/2011,2,0,4,9,0,2,1,3,0.52,0.5,0.63,0.0896,23,139,162
2603,19/04/2011,2,0,4,10,0,2,1,2,0.5,0.4848,0.72,0.2239,15,60,75
2604,19/04/2011,2,0,4,11,0,2,1,2,0.54,0.5152,0.68,0.1642,19,53,72
2605,19/04/2011,2,0,4,12,0,2,1,2,0.54,0.5152,0.64,0.0896,19,84,103
2606,19/04/2011,2,0,4,13,0,2,1,2,0.54,0.5152,0.68,0.2239,26,103,129
2607,19/04/2011,2,0,4,14,0,2,1,2,0.54,0.5152,0.64,0.194,19,88,107
2608,19/04/2011,2,0,4,15,0,2,1,2,0.54,0.5152,0.65,0.1642,44,83,127
2609,19/04/2011,2,0,4,16,0,2,1,1,0.56,0.5303,0.52,0.2985,30,162,192
2610,19/04/2011,2,0,4,17,0,2,1,1,0.56,0.5303,0.6,0.1045,39,372,411
2611,19/04/2011,2,0,4,18,0,2,1,2,0.54,0.5152,0.64,0.1343,44,377,421
2612,19/04/2011,2,0,4,19,0,2,1,2,0.5,0.4848,0.72,0.194,28,248,276
2613,19/04/2011,2,0,4,20,0,2,1,2,0.5,0.4848,0.72,0.2239,20,148,168
2614,19/04/2011,2,0,4,21,0,2,1,2,0.5,0.4848,0.72,0.1343,8,114,122
2615,19/04/2011,2,0,4,22,0,2,1,1,0.48,0.4697,0.77,0.0896,3,109,112
2616,19/04/2011,2,0,4,23,0,2,1,1,0.46,0.4545,0.88,0.0896,11,41,52
2617,20/04/2011,2,0,4,0,0,3,1,1,0.44,0.4394,0.88,0.1343,4,29,33
2618,20/04/2011,2,0,4,1,0,3,1,1,0.42,0.4242,0.94,0.1642,2,5,7
2619,20/04/2011,2,0,4,2,0,3,1,1,0.42,0.4242,0.94,0.1642,0,2,2
2620,20/04/2011,2,0,4,3,0,3,1,1,0.42,0.4242,0.94,0,0,2,2
2621,20/04/2011,2,0,4,4,0,3,1,1,0.4,0.4091,1,0.1045,5,4,9
2622,20/04/2011,2,0,4,5,0,3,1,1,0.4,0.4091,0.94,0.194,1,14,15
2623,20/04/2011,2,0,4,6,0,3,1,1,0.42,0.4242,0.94,0.1642,2,62,64
2624,20/04/2011,2,0,4,7,0,3,1,1,0.44,0.4394,0.94,0,26,211,237
2625,20/04/2011,2,0,4,8,0,3,1,1,0.62,0.6061,0.69,0.4627,22,374,396
2626,20/04/2011,2,0,4,9,0,3,1,1,0.66,0.6212,0.61,0.2836,27,170,197
2627,20/04/2011,2,0,4,10,0,3,1,1,0.62,0.6061,0.69,0.0896,45,86,131
2628,20/04/2011,2,0,4,11,0,3,1,1,0.62,0.6061,0.69,0.0896,31,87,118
2629,20/04/2011,2,0,4,12,0,3,1,1,0.7,0.6515,0.48,0.3881,28,117,145
2630,20/04/2011,2,0,4,13,0,3,1,1,0.7,0.6515,0.48,0.3881,42,135,177
2631,20/04/2011,2,0,4,14,0,3,1,1,0.74,0.6515,0.4,0.4627,33,115,148
2632,20/04/2011,2,0,4,15,0,3,1,2,0.76,0.6667,0.35,0.3582,32,113,145
2633,20/04/2011,2,0,4,16,0,3,1,2,0.76,0.6667,0.35,0.3582,54,201,255
2634,20/04/2011,2,0,4,17,0,3,1,2,0.74,0.6515,0.37,0.4179,34,398,432
2635,20/04/2011,2,0,4,18,0,3,1,1,0.74,0.6515,0.3,0.3582,56,385,441
2636,20/04/2011,2,0,4,19,0,3,1,1,0.7,0.6364,0.32,0.2537,74,309,383
2637,20/04/2011,2,0,4,20,0,3,1,1,0.68,0.6212,0.32,0.1045,31,194,225
2638,20/04/2011,2,0,4,21,0,3,1,1,0.66,0.6212,0.36,0.2836,38,134,172
2639,20/04/2011,2,0,4,22,0,3,1,1,0.62,0.6212,0.41,0.2537,12,105,117
2640,20/04/2011,2,0,4,23,0,3,1,1,0.6,0.6212,0.4,0.3284,14,79,93
2641,21/04/2011,2,0,4,0,0,4,1,1,0.56,0.5303,0.43,0.3582,11,33,44
2642,21/04/2011,2,0,4,1,0,4,1,1,0.52,0.5,0.45,0.2239,6,20,26
2643,21/04/2011,2,0,4,2,0,4,1,1,0.5,0.4848,0.42,0.3881,3,10,13
2644,21/04/2011,2,0,4,3,0,4,1,2,0.46,0.4545,0.51,0.4627,4,3,7
2645,21/04/2011,2,0,4,4,0,4,1,2,0.44,0.4394,0.54,0.4478,2,4,6
2646,21/04/2011,2,0,4,5,0,4,1,2,0.42,0.4242,0.54,0.5522,0,14,14
2647,21/04/2011,2,0,4,6,0,4,1,2,0.4,0.4091,0.58,0.5821,2,73,75
2648,21/04/2011,2,0,4,7,0,4,1,2,0.42,0.4242,0.47,0.4627,15,183,198
2649,21/04/2011,2,0,4,8,0,4,1,2,0.4,0.4091,0.5,0.4925,19,346,365
2650,21/04/2011,2,0,4,9,0,4,1,2,0.42,0.4242,0.47,0.2836,18,178,196
2651,21/04/2011,2,0,4,10,0,4,1,1,0.42,0.4242,0.44,0.3582,25,73,98
2652,21/04/2011,2,0,4,11,0,4,1,1,0.44,0.4394,0.41,0.2836,34,99,133
2653,21/04/2011,2,0,4,12,0,4,1,1,0.46,0.4545,0.38,0.1642,49,150,199
2654,21/04/2011,2,0,4,13,0,4,1,1,0.48,0.4697,0.33,0.3284,55,122,177
2655,21/04/2011,2,0,4,14,0,4,1,1,0.5,0.4848,0.34,0.3881,68,160,228
2656,21/04/2011,2,0,4,15,0,4,1,1,0.52,0.5,0.29,0.4179,69,166,235
2657,21/04/2011,2,0,4,16,0,4,1,1,0.52,0.5,0.27,0.3582,66,228,294
2658,21/04/2011,2,0,4,17,0,4,1,1,0.5,0.4848,0.29,0.1642,79,402,481
2659,21/04/2011,2,0,4,18,0,4,1,1,0.5,0.4848,0.25,0.2836,71,381,452
2660,21/04/2011,2,0,4,19,0,4,1,1,0.46,0.4545,0.28,0.2836,52,272,324
2661,21/04/2011,2,0,4,20,0,4,1,1,0.44,0.4394,0.3,0.1343,28,176,204
2662,21/04/2011,2,0,4,21,0,4,1,1,0.42,0.4242,0.47,0.194,25,159,184
2663,21/04/2011,2,0,4,22,0,4,1,1,0.42,0.4242,0.38,0.0896,31,106,137
2664,21/04/2011,2,0,4,23,0,4,1,1,0.4,0.4091,0.43,0.1045,13,86,99
2665,22/04/2011,2,0,4,0,0,5,1,1,0.36,0.3485,0.62,0.194,3,30,33
2666,22/04/2011,2,0,4,1,0,5,1,1,0.36,0.3333,0.53,0.2537,2,22,24
2667,22/04/2011,2,0,4,2,0,5,1,1,0.36,0.3333,0.53,0.2985,2,7,9
2668,22/04/2011,2,0,4,3,0,5,1,1,0.36,0.3333,0.53,0.2985,0,2,2
2669,22/04/2011,2,0,4,4,0,5,1,1,0.34,0.3182,0.53,0.2836,1,2,3
2670,22/04/2011,2,0,4,5,0,5,1,1,0.34,0.3182,0.53,0.2239,0,16,16
2671,22/04/2011,2,0,4,6,0,5,1,1,0.34,0.3182,0.53,0.2836,2,47,49
2672,22/04/2011,2,0,4,7,0,5,1,2,0.34,0.3182,0.53,0.2836,5,175,180
2673,22/04/2011,2,0,4,8,0,5,1,2,0.34,0.3182,0.53,0.2537,15,331,346
2674,22/04/2011,2,0,4,9,0,5,1,3,0.34,0.303,0.61,0.2985,17,178,195
2675,22/04/2011,2,0,4,10,0,5,1,2,0.36,0.3485,0.62,0.194,32,104,136
2676,22/04/2011,2,0,4,11,0,5,1,3,0.34,0.3333,0.66,0.194,23,83,106
2677,22/04/2011,2,0,4,12,0,5,1,3,0.34,0.3333,0.76,0.1343,19,61,80
2678,22/04/2011,2,0,4,13,0,5,1,3,0.34,0.3333,0.87,0.194,3,37,40
2679,22/04/2011,2,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2537,3,33,36
2680,22/04/2011,2,0,4,15,0,5,1,3,0.34,0.3333,0.87,0.194,13,62,75
2681,22/04/2011,2,0,4,16,0,5,1,3,0.34,0.3333,0.87,0.1343,4,58,62
2682,22/04/2011,2,0,4,17,0,5,1,3,0.32,0.303,0.93,0.2239,6,63,69
2683,22/04/2011,2,0,4,18,0,5,1,3,0.32,0.303,0.93,0.2239,4,47,51
2684,22/04/2011,2,0,4,19,0,5,1,3,0.32,0.303,0.93,0.2239,7,48,55
2685,22/04/2011,2,0,4,20,0,5,1,3,0.32,0.303,0.87,0.2239,8,39,47
2686,22/04/2011,2,0,4,21,0,5,1,3,0.3,0.303,0.93,0.1642,5,23,28
2687,22/04/2011,2,0,4,22,0,5,1,3,0.3,0.303,1,0.1343,3,21,24
2688,22/04/2011,2,0,4,23,0,5,1,3,0.32,0.3333,0.93,0.1045,0,17,17
2689,23/04/2011,2,0,4,0,0,6,0,2,0.32,0.3182,1,0.194,0,18,18
2690,23/04/2011,2,0,4,1,0,6,0,2,0.32,0.3182,1,0.194,5,11,16
2691,23/04/2011,2,0,4,2,0,6,0,3,0.32,0.3333,1,0.1343,3,14,17
2692,23/04/2011,2,0,4,3,0,6,0,3,0.32,0.3333,1,0.0896,0,4,4
2693,23/04/2011,2,0,4,4,0,6,0,3,0.34,0.3636,1,0,2,3,5
2694,23/04/2011,2,0,4,5,0,6,0,3,0.34,0.3636,1,0,1,6,7
2695,23/04/2011,2,0,4,6,0,6,0,2,0.34,0.3333,1,0.1642,0,11,11
2696,23/04/2011,2,0,4,7,0,6,0,3,0.34,0.3333,1,0.1642,2,17,19
2697,23/04/2011,2,0,4,8,0,6,0,2,0.36,0.3333,1,0.2537,15,32,47
2698,23/04/2011,2,0,4,9,0,6,0,2,0.38,0.3939,0.94,0.2985,13,55,68
2699,23/04/2011,2,0,4,10,0,6,0,2,0.42,0.4242,0.88,0.2239,36,93,129
2700,23/04/2011,2,0,4,11,0,6,0,2,0.46,0.4545,0.88,0.2239,68,164,232
2701,23/04/2011,2,0,4,12,0,6,0,1,0.52,0.5,0.83,0.4179,94,197,291
2702,23/04/2011,2,0,4,13,0,6,0,1,0.52,0.5,0.83,0.3881,126,186,312
2703,23/04/2011,2,0,4,14,0,6,0,1,0.58,0.5455,0.78,0.3582,182,209,391
2704,23/04/2011,2,0,4,15,0,6,0,1,0.6,0.5909,0.73,0.3881,171,226,397
2705,23/04/2011,2,0,4,16,0,6,0,1,0.6,0.5909,0.73,0.2836,180,246,426
2706,23/04/2011,2,0,4,17,0,6,0,1,0.6,0.5909,0.73,0.3284,168,215,383
2707,23/04/2011,2,0,4,18,0,6,0,1,0.58,0.5455,0.78,0.194,149,227,376
2708,23/04/2011,2,0,4,19,0,6,0,1,0.56,0.5303,0.83,0.2836,84,199,283
2709,23/04/2011,2,0,4,20,0,6,0,2,0.54,0.5152,0.88,0.2537,45,138,183
2710,23/04/2011,2,0,4,21,0,6,0,2,0.56,0.5303,0.83,0.2836,32,103,135
2711,23/04/2011,2,0,4,22,0,6,0,2,0.58,0.5455,0.78,0.2537,55,114,169
2712,23/04/2011,2,0,4,23,0,6,0,2,0.54,0.5152,0.88,0.1642,31,86,117
2713,24/04/2011,2,0,4,0,0,0,0,1,0.52,0.5,0.83,0.2239,30,66,96
2714,24/04/2011,2,0,4,1,0,0,0,1,0.5,0.4848,0.88,0.194,14,40,54
2715,24/04/2011,2,0,4,2,0,0,0,1,0.5,0.4848,0.88,0.194,27,45,72
2716,24/04/2011,2,0,4,3,0,0,0,1,0.5,0.4848,0.94,0.0896,4,20,24
2717,24/04/2011,2,0,4,4,0,0,0,1,0.5,0.4848,0.94,0.0896,0,5,5
2718,24/04/2011,2,0,4,5,0,0,0,1,0.5,0.4848,0.94,0.0896,5,7,12
2719,24/04/2011,2,0,4,6,0,0,0,2,0.5,0.4848,1,0,10,3,13
2720,24/04/2011,2,0,4,7,0,0,0,2,0.5,0.4848,1,0,16,11,27
2721,24/04/2011,2,0,4,8,0,0,0,1,0.52,0.5,0.94,0.2239,38,42,80
2722,24/04/2011,2,0,4,9,0,0,0,1,0.56,0.5303,0.88,0.2537,73,104,177
2723,24/04/2011,2,0,4,10,0,0,0,1,0.6,0.5758,0.78,0.1642,118,171,289
2724,24/04/2011,2,0,4,11,0,0,0,1,0.66,0.6212,0.65,0.1343,124,193,317
2725,24/04/2011,2,0,4,12,0,0,0,1,0.68,0.6364,0.65,0.2537,168,220,388
2726,24/04/2011,2,0,4,13,0,0,0,1,0.7,0.6515,0.58,0.2836,205,236,441
2727,24/04/2011,2,0,4,14,0,0,0,1,0.7,0.6515,0.54,0.3284,197,223,420
2728,24/04/2011,2,0,4,15,0,0,0,1,0.66,0.6212,0.61,0.2537,167,202,369
2729,24/04/2011,2,0,4,16,0,0,0,1,0.74,0.6667,0.48,0.3881,162,197,359
2730,24/04/2011,2,0,4,17,0,0,0,1,0.66,0.6212,0.65,0.2985,142,189,331
2731,24/04/2011,2,0,4,18,0,0,0,1,0.64,0.6061,0.69,0.1642,96,174,270
2732,24/04/2011,2,0,4,19,0,0,0,3,0.6,0.5606,0.83,0.2836,62,132,194
2733,24/04/2011,2,0,4,20,0,0,0,3,0.6,0.5606,0.83,0.2836,34,71,105
2734,24/04/2011,2,0,4,21,0,0,0,3,0.54,0.5152,0.94,0.1642,8,53,61
2735,24/04/2011,2,0,4,22,0,0,0,3,0.54,0.5152,1,0.1642,5,40,45
2736,24/04/2011,2,0,4,23,0,0,0,3,0.54,0.5152,1,0.0896,5,37,42
2737,25/04/2011,2,0,4,0,0,1,1,3,0.52,0.5,1,0,2,10,12
2738,25/04/2011,2,0,4,1,0,1,1,1,0.54,0.5152,1,0.0896,2,8,10
2739,25/04/2011,2,0,4,2,0,1,1,1,0.54,0.5152,1,0.0896,1,9,10
2740,25/04/2011,2,0,4,3,0,1,1,2,0.5,0.4848,1,0.1045,2,8,10
2741,25/04/2011,2,0,4,4,0,1,1,2,0.52,0.5,1,0,1,4,5
2742,25/04/2011,2,0,4,5,0,1,1,2,0.46,0.4545,1,0,3,14,17
2743,25/04/2011,2,0,4,6,0,1,1,2,0.5,0.4848,1,0,7,59,66
2744,25/04/2011,2,0,4,7,0,1,1,2,0.52,0.5,1,0.0896,13,183,196
2745,25/04/2011,2,0,4,8,0,1,1,1,0.56,0.5303,0.88,0.1045,27,326,353
2746,25/04/2011,2,0,4,9,0,1,1,1,0.6,0.5606,0.83,0.1343,27,147,174
2747,25/04/2011,2,0,4,10,0,1,1,1,0.64,0.6061,0.73,0.2239,61,64,125
2748,25/04/2011,2,0,4,11,0,1,1,1,0.64,0.6061,0.73,0.2239,53,94,147
2749,25/04/2011,2,0,4,12,0,1,1,1,0.66,0.6212,0.74,0.2537,48,140,188
2750,25/04/2011,2,0,4,13,0,1,1,1,0.7,0.6515,0.65,0.2239,57,146,203
2751,25/04/2011,2,0,4,14,0,1,1,1,0.72,0.6667,0.54,0.2239,47,99,146
2752,25/04/2011,2,0,4,15,0,1,1,1,0.74,0.6667,0.51,0.2239,50,125,175
2753,25/04/2011,2,0,4,16,0,1,1,1,0.7,0.6515,0.54,0.3582,41,198,239
2754,25/04/2011,2,0,4,17,0,1,1,1,0.7,0.6515,0.54,0.2985,80,441,521
2755,25/04/2011,2,0,4,18,0,1,1,1,0.68,0.6364,0.57,0.3582,74,425,499
2756,25/04/2011,2,0,4,19,0,1,1,1,0.66,0.6212,0.57,0.3284,62,320,382
2757,25/04/2011,2,0,4,20,0,1,1,1,0.66,0.6212,0.61,0.2836,42,195,237
2758,25/04/2011,2,0,4,21,0,1,1,1,0.62,0.6061,0.69,0.2537,41,149,190
2759,25/04/2011,2,0,4,22,0,1,1,1,0.6,0.5909,0.73,0.2985,23,83,106
2760,25/04/2011,2,0,4,23,0,1,1,1,0.58,0.5455,0.78,0.2836,9,53,62
2761,26/04/2011,2,0,4,0,0,2,1,1,0.62,0.6061,0.69,0.2836,10,17,27
2762,26/04/2011,2,0,4,1,0,2,1,1,0.62,0.5909,0.73,0.2836,16,5,21
2763,26/04/2011,2,0,4,2,0,2,1,1,0.56,0.5303,0.83,0.3284,17,9,26
2764,26/04/2011,2,0,4,3,0,2,1,1,0.54,0.5152,0.88,0.2836,17,4,21
2765,26/04/2011,2,0,4,4,0,2,1,1,0.56,0.5303,0.83,0.2537,2,4,6
2766,26/04/2011,2,0,4,5,0,2,1,1,0.54,0.5152,0.88,0.2537,0,16,16
2767,26/04/2011,2,0,4,6,0,2,1,1,0.56,0.5303,0.88,0.2239,0,80,80
2768,26/04/2011,2,0,4,7,0,2,1,1,0.58,0.5455,0.83,0.2985,16,254,270
2769,26/04/2011,2,0,4,8,0,2,1,1,0.58,0.5455,0.83,0.2985,32,417,449
2770,26/04/2011,2,0,4,9,0,2,1,1,0.64,0.6061,0.73,0.3582,35,164,199
2771,26/04/2011,2,0,4,10,0,2,1,1,0.66,0.6212,0.69,0.3582,22,98,120
2772,26/04/2011,2,0,4,11,0,2,1,1,0.68,0.6364,0.65,0.3881,40,132,172
2773,26/04/2011,2,0,4,12,0,2,1,1,0.7,0.6515,0.61,0.4179,40,146,186
2774,26/04/2011,2,0,4,13,0,2,1,1,0.74,0.6667,0.51,0.4478,37,139,176
2775,26/04/2011,2,0,4,14,0,2,1,1,0.72,0.6667,0.58,0.3284,40,115,155
2776,26/04/2011,2,0,4,15,0,2,1,1,0.7,0.6515,0.61,0.3582,34,119,153
2777,26/04/2011,2,0,4,16,0,2,1,1,0.7,0.6515,0.58,0.3881,40,251,291
2778,26/04/2011,2,0,4,17,0,2,1,1,0.68,0.6364,0.61,0.3582,66,455,521
2779,26/04/2011,2,0,4,18,0,2,1,1,0.68,0.6364,0.65,0.4478,65,463,528
2780,26/04/2011,2,0,4,19,0,2,1,1,0.64,0.6061,0.73,0.4179,42,286,328
2781,26/04/2011,2,0,4,20,0,2,1,1,0.64,0.6061,0.73,0.3582,35,199,234
2782,26/04/2011,2,0,4,21,0,2,1,1,0.62,0.5909,0.78,0.2836,33,162,195
2783,26/04/2011,2,0,4,22,0,2,1,2,0.6,0.5606,0.83,0.194,32,116,148
2784,26/04/2011,2,0,4,23,0,2,1,2,0.6,0.5606,0.83,0.2239,7,71,78
2785,27/04/2011,2,0,4,0,0,3,1,1,0.6,0.5606,0.83,0.2239,3,24,27
2786,27/04/2011,2,0,4,1,0,3,1,1,0.6,0.5606,0.83,0.2537,2,15,17
2787,27/04/2011,2,0,4,2,0,3,1,1,0.58,0.5455,0.88,0.2537,0,5,5
2788,27/04/2011,2,0,4,3,0,3,1,2,0.58,0.5455,0.88,0.2836,3,4,7
2789,27/04/2011,2,0,4,4,0,3,1,1,0.56,0.5303,0.94,0.2239,0,6,6
2790,27/04/2011,2,0,4,5,0,3,1,2,0.56,0.5303,0.94,0.2537,1,16,17
2791,27/04/2011,2,0,4,6,0,3,1,1,0.56,0.5303,0.94,0.2537,5,79,84
2792,27/04/2011,2,0,4,7,0,3,1,2,0.58,0.5455,0.88,0.2836,17,229,246
2793,27/04/2011,2,0,4,8,0,3,1,2,0.58,0.5455,0.88,0.3284,31,413,444
2794,27/04/2011,2,0,4,9,0,3,1,2,0.6,0.5455,0.88,0.4179,20,161,181
2795,27/04/2011,2,0,4,10,0,3,1,2,0.62,0.5758,0.83,0.2836,26,66,92
2796,27/04/2011,2,0,4,11,0,3,1,2,0.64,0.5909,0.78,0.2836,53,103,156
2797,27/04/2011,2,0,4,12,0,3,1,1,0.66,0.6061,0.78,0.3284,38,135,173
2798,27/04/2011,2,0,4,13,0,3,1,1,0.64,0.5909,0.78,0.2985,31,119,150
2799,27/04/2011,2,0,4,14,0,3,1,1,0.68,0.6364,0.74,0.2836,29,119,148
2800,27/04/2011,2,0,4,15,0,3,1,1,0.7,0.6515,0.65,0.4925,18,120,138
2801,27/04/2011,2,0,4,16,0,3,1,1,0.7,0.6515,0.7,0.3881,29,189,218
2802,27/04/2011,2,0,4,17,0,3,1,3,0.66,0.6061,0.83,0.3881,63,458,521
2803,27/04/2011,2,0,4,18,0,3,1,3,0.66,0.6061,0.83,0.3881,46,366,412
2804,27/04/2011,2,0,4,19,0,3,1,1,0.62,0.5909,0.78,0.2836,40,220,260
2805,27/04/2011,2,0,4,20,0,3,1,1,0.64,0.5758,0.83,0.3284,30,188,218
2806,27/04/2011,2,0,4,21,0,3,1,1,0.62,0.5606,0.88,0.2836,19,126,145
2807,27/04/2011,2,0,4,22,0,3,1,2,0.62,0.5606,0.88,0.3284,18,111,129
2808,27/04/2011,2,0,4,23,0,3,1,2,0.62,0.5606,0.88,0.3582,25,53,78
2809,28/04/2011,2,0,4,0,0,4,1,1,0.64,0.5909,0.78,0.3582,13,41,54
2810,28/04/2011,2,0,4,1,0,4,1,2,0.62,0.5758,0.83,0.3881,8,12,20
2811,28/04/2011,2,0,4,2,0,4,1,2,0.62,0.5758,0.83,0.4478,14,7,21
2812,28/04/2011,2,0,4,3,0,4,1,2,0.64,0.5909,0.78,0.3881,2,1,3
2813,28/04/2011,2,0,4,4,0,4,1,2,0.62,0.5758,0.83,0.4179,4,5,9
2814,28/04/2011,2,0,4,5,0,4,1,2,0.62,0.5758,0.83,0.3881,0,13,13
2815,28/04/2011,2,0,4,6,0,4,1,2,0.64,0.5909,0.78,0.4627,7,79,86
2816,28/04/2011,2,0,4,7,0,4,1,2,0.64,0.5909,0.78,0.4478,14,201,215
2817,28/04/2011,2,0,4,8,0,4,1,2,0.66,0.6061,0.78,0.4478,31,367,398
2818,28/04/2011,2,0,4,9,0,4,1,3,0.62,0.5606,0.88,0.3284,18,165,183
2819,28/04/2011,2,0,4,10,0,4,1,2,0.62,0.5606,0.88,0.2836,9,45,54
2820,28/04/2011,2,0,4,11,0,4,1,2,0.62,0.5758,0.83,0.2836,10,74,84
2821,28/04/2011,2,0,4,12,0,4,1,2,0.62,0.5909,0.78,0.2537,23,84,107
2822,28/04/2011,2,0,4,13,0,4,1,2,0.62,0.5758,0.83,0.2985,18,103,121
2823,28/04/2011,2,0,4,14,0,4,1,1,0.62,0.5758,0.83,0.2985,21,121,142
2824,28/04/2011,2,0,4,15,0,4,1,1,0.66,0.6212,0.69,0.3284,46,117,163
2825,28/04/2011,2,0,4,16,0,4,1,1,0.62,0.5909,0.78,0.2537,42,228,270
2826,28/04/2011,2,0,4,17,0,4,1,1,0.64,0.6212,0.47,0.3582,49,406,455
2827,28/04/2011,2,0,4,18,0,4,1,1,0.64,0.6212,0.47,0.3582,44,486,530
2828,28/04/2011,2,0,4,19,0,4,1,1,0.62,0.6212,0.43,0.2985,57,347,404
2829,28/04/2011,2,0,4,20,0,4,1,1,0.58,0.5455,0.43,0.2239,49,220,269
2830,28/04/2011,2,0,4,21,0,4,1,1,0.56,0.5303,0.46,0.1343,27,167,194
2831,28/04/2011,2,0,4,22,0,4,1,1,0.54,0.5152,0.45,0.1642,34,119,153
2832,28/04/2011,2,0,4,23,0,4,1,1,0.54,0.5152,0.39,0.0896,29,81,110
2833,29/04/2011,2,0,4,0,0,5,1,1,0.52,0.5,0.39,0.2836,11,37,48
2834,29/04/2011,2,0,4,1,0,5,1,1,0.5,0.4848,0.45,0.0896,10,21,31
2835,29/04/2011,2,0,4,2,0,5,1,1,0.46,0.4545,0.63,0.1045,2,8,10
2836,29/04/2011,2,0,4,3,0,5,1,1,0.46,0.4545,0.59,0.0896,1,4,5
2837,29/04/2011,2,0,4,4,0,5,1,1,0.46,0.4545,0.51,0.1343,0,6,6
2838,29/04/2011,2,0,4,5,0,5,1,1,0.46,0.4545,0.47,0.1343,0,25,25
2839,29/04/2011,2,0,4,6,0,5,1,1,0.5,0.4848,0.45,0.2836,4,67,71
2840,29/04/2011,2,0,4,7,0,5,1,1,0.52,0.5,0.42,0.194,18,222,240
2841,29/04/2011,2,0,4,8,0,5,1,1,0.54,0.5152,0.39,0.2985,35,386,421
2842,29/04/2011,2,0,4,9,0,5,1,1,0.54,0.5152,0.39,0.3284,45,185,230
